-,date,time,username,name,tweet,geo,Positive,Happy,Relief,Neutral,Anxious,Sad,Negative
173,2020-07-01,17:20:31,rais_shk,Rais Shaikh,corona harega bhiwandi jeetega bhiwandi,Maharashtra,0,0,0,0,0,0,1
174,2020-07-01,17:17:22,uniqueblindorg,Helen Robert D'souza,cid kuch toh hai tum china jaa lagalo kya hai bos main china jaunga mujhe corona se darr lagta hai,Maharashtra,0,0,0,1,0,0,0
175,2020-07-01,16:48:08,medfem_india,Medfem,wish happy doctorsday doctor who whole life human service hour crisis corona warrior salute dedication and commitment physician who serve humanity,Maharashtra,1,0,0,0,0,0,0
176,2020-07-01,16:41:38,dkandapal,DK,people who lose near one know well corona or economy company not panic and rather happy api india india kit and mask how many month take and use,Maharashtra,0,0,0,0,0,0,1
178,2020-07-01,16:15:22,anamika12781,Anamika Sharma,lot love respect and gratitude medical real corona warrior,Maharashtra,0,0,0,1,0,0,0
180,2020-07-01,15:32:08,mamtaforindia,Mamta shah 🇮🇳,how show pic corona,Maharashtra,0,0,0,1,0,0,0
181,2020-07-01,15:05:38,aamarchavan,Amar Chavan 🇮🇳🤜🤛,believe corona travel and not walk per police harassment understand if thing implement strictly may far government say opening,Maharashtra,0,0,0,0,0,0,1
182,2020-07-01,14:53:05,aliakbarsultan,Ali Akbar S Ahmed official,greeting gratitude doctor medical who work hard risk life ensure good health safety u corona warrior sincere effort <HAPPY>   ,Maharashtra,1,0,0,0,0,0,0
183,2020-07-01,14:49:16,rashmi_mpys,Rashmi Bhandari,िलापतंजलिमुंबई many treatment various medical condition and launch medicine corona virus also which make use ingredient and result totally highly curative ोरोनिलविजय ंजलिविजय,Maharashtra,0,0,0,1,0,0,0
184,2020-07-01,14:40:02,rashmi_mpys,Rashmi Bhandari,िलापतंजलिमुंबई fight and control corona medicine like swasari and giloy ghanvati advise simple and medicine which side effect ोरोनिलविजय ंजलिविजयरी,Maharashtra,0,0,0,1,0,0,0
185,2020-07-01,14:10:38,tau123456789,Tauheed Yermal Ahmed,impose tackle rise corona virus,Maharashtra,0,0,0,1,0,0,0
186,2020-07-01,13:45:47,varunbhau,Varunsonawane,inform new work moh team ask hotel however person come work hotel and go back free,Maharashtra,0,0,0,1,0,0,0
187,2020-07-01,13:41:36,gmkishori,Kishori Shahane Vij,vitthal vitthal hari vitthal ashadhi ekadashichya bhaktana shubhecha,Maharashtra,0,0,0,1,0,0,0
188,2020-07-01,13:38:59,singhastralpoly,DEV PANGHAAL,cure if take body ready fight corona otherwise what problem please do not believe and wait corona attack not baba problem not instead laugh around people must think what,Maharashtra,0,0,0,0,0,0,1
189,2020-07-01,13:08:31,mpys_shrilaxmi,Shrilaxmi_mpys,िलापतंजलिमुंबई many treatment various medical condition and launch medicine corona virus also which make use ingredient and result totally and highly curative ोरोनिलविजय,Maharashtra,0,0,0,1,0,0,0
190,2020-07-01,12:51:49,darc_ace,Pratik,immunity save u viral infection thing say general knowledge and if believe someone get medicine cure corona virus u r dumb say cure covid patient and not get cure corona virus ोरोनिलविजय,Maharashtra,0,0,0,0,1,0,0
191,2020-07-01,12:48:09,darc_ace,Pratik,first cure corona statement virus and dont think disease need cure nd thing medicine exist kill kind virus after enter body vaccine not ोरोनिलविजय,Maharashtra,0,0,0,0,1,0,0
192,2020-07-01,12:28:50,vijaylakshmn,Vijaylakshmn Hate,mr narendra modi ke gandi ke hi bharat corona se fail raha hai,Maharashtra,0,0,0,0,0,0,1
193,2020-07-01,22:56:55,sujit047kumar,Sujit Kumar सुजीत 🇮🇳,after everything do and put world economic crisis who take u turn state corona patient need not and quarantine and social distance also not require disease do not one another,Delhi,0,0,0,0,1,0,0
194,2020-07-01,22:56:02,imperfectmaster,Jaideep Singh Arora,please change corona tune or least give option tire always listen it’s not good mental health especially and what if need make urgent call and can’t stupid,Delhi,0,0,0,0,1,0,0
195,2020-07-01,22:29:49,dr_nephario,AJ,need plasma b donor who recover corona day back mother need vaishali hospital call arrange sourabh bansal contact if someone who help,Delhi,0,0,0,1,0,0,0
196,2020-07-01,22:21:13,kumar_sahab07,Manoj Kumar,due right side lock could not get treatment operation could not perform hospital perform operation batra hospital nearby batra hospital treatment and corona test finally mother,Delhi,0,0,0,0,1,0,0
197,2020-07-01,22:14:24,kumar_sahab07,Manoj Kumar,lock could not get treatment operation could not perform hospital perform operation batra hospital nearby batra hospital treatment and corona test finally mother last turn live rent,Delhi,0,0,0,0,1,0,0
199,2020-07-01,22:04:16,sanjayd82095719,Sanjay Dawar,saw news how karnataka dead body corona patient treat sad how,Delhi,0,0,0,0,0,0,1
200,2020-07-01,20:22:04,vivekvs1963,Vivek Sharma ,gk cr park nri alaknanda area free corona test camp great initiative confidence building step keep work,Delhi,0,0,0,1,0,0,0
201,2020-07-01,19:40:09,nagpaals,anil nagpal,agar tumhe aise hi ho aaya aur tumhe bachaya corona mein administration laga hai kahi bhi hoti local ki madad hai aur tum ki bhasha bol rahe ho sharm karo,Delhi,0,0,0,0,0,0,1
203,2020-07-01,19:02:54,subhashjha1991,Subhash Jha,way doctor consider form god and must see during corona thank doctor who serve people life,Delhi,0,0,0,1,0,0,0
204,2020-07-01,18:53:01,mohankt2008,Mohan KT,after much and regard coronil medicine ramdev lead company issue uttrakhand drug department say not make or medicine call corona kit,Delhi,0,0,0,1,0,0,0
205,2020-07-01,18:49:02,arifkhan7,ᕕ,corona’ new after rtb ki job easy ho hai,Delhi,0,0,0,1,0,0,0
206,2020-07-01,18:35:37,abhishe7788,अभिषेकसिंह राजपूत,corona warrior ही क्यों ना हो ही ना हो है। की है। ही पर ना हो में ना हो,Delhi,0,0,0,0,0,0,1
207,2020-07-01,18:12:13,osamamanzar,OsamaManzar,think china give u corona shit product and take away land money and data and perpetuity,Delhi,0,0,0,0,0,0,1
208,2020-07-01,18:07:13,iam_manojgoenka,Manoj Goenka 🇮🇳,what problem money nation corona warrior ma or government not give return not like who money china and become,Delhi,0,0,0,0,1,0,0
209,2020-07-01,18:02:49,surendr98833769,Surendra Kumar Tyagi,need reply every corona victim need kind relief get pandemic baba ramdev ji and society,Delhi,0,0,0,0,0,0,0
210,2020-07-01,17:51:20,parasrti,Paras Jain,require corona negative ab plasma donor,Delhi,0,0,0,1,0,0,0
211,2020-07-01,17:38:04,twiggieliks,Twiggie 🇧🇼 🇿🇼🇮🇳,turn turn and plan every lead th but corona happen cancel plan and do what do best spontaneity,Delhi,0,0,0,1,0,0,0
213,2020-07-01,17:05:35,me_robin_gupta,Robin Gupta,corona nd virus hunger still remains first <SAD>,Delhi,0,0,0,0,0,0,1
214,2020-07-01,16:59:13,neha_ns1,Neha S. 🚩卐🇮🇳卐🚩🗡️⚔️,inke bhi ek hi hai din pahle road par bhi baat kar raha tha aur kuch din pahle corona patient bhi bana tha <LAUGH>,Delhi,0,0,0,1,0,0,0
215,2020-07-01,15:57:48,luxurywheel,Luxury Wheels,booking call <OBJECT>,Delhi,0,0,0,1,0,0,0
216,2020-07-01,15:52:07,prateek07560518,prateek patel,achha ek corona ke liye immunity booster bhi and economy booster sat sat,Delhi,0,0,0,1,0,0,0
217,2020-07-01,15:46:11,ramesh959985818,रमेश शर्मा,ya ho gaye ki ne or kon raha itni knjarwal kya tha corona ke padega vo kabhi nahi hone wali bimari mujhe itni de nahi sakta or duniya le laga do,Delhi,0,0,0,0,1,0,0
218,2020-07-01,14:16:20,tamrajpaswan,Tamraj G Raj 🇮🇳,मेरे ामराज और मेरे परिवार की से सभी जो अपनी जान की परवाह किए जैसे महामारी से रहे है उन सभी को के में <SAD>,Delhi,0,0,0,0,0,0,1
219,2020-07-01,14:15:48,rimorshivani,Shivani Jha,but irresponsible earlier say due corona lockdown r work less process delay and say tha do paper work and sent and nothing hand and hold,Delhi,0,0,0,0,0,0,1
220,2020-07-01,14:00:51,ikailashjha,Kailash Jha,corona ka inke,Delhi,0,0,0,1,0,0,0
221,2020-07-01,13:41:24,suktanaa,Sultana parween,kg din hai mahine se corona virus se hai aur mar rahe hai,Delhi,0,0,0,0,0,0,1
222,2020-07-01,13:41:00,pradeepnaudiyal,मीडिया वार्ता.(प्रदीप नौडियाल),see how disturb see fight d chinese invasion first d mlas delhi show patriotism come forward donate regrettably mlas who uncovered during d corona period shamelessly d road political,Delhi,0,0,0,1,0,0,0
223,2020-07-01,13:39:57,dsaxena06,Dharmendra Saxena,send amount electricity bill without reading difficult pay one side small business due lockdown and corona want raise voice people charge actual reading bill meter outside house,Delhi,0,0,0,0,1,0,0
224,2020-07-01,13:35:19,stylespotlight,Spotlight On Style,condition might not corona right but time leave surely would mental depression please look one else suffer anymore way right,Delhi,0,0,0,0,1,0,0
225,2020-07-01,13:22:46,dhroahotel,“DHROA” Hotel Association Delhi,sir know work hard help corona great give relief delhi citizen thank support give u time not less god pandemic time work day night,Delhi,1,0,0,0,0,0,0
227,2020-07-01,13:10:35,awasthi_raja,Raja Awasthi राजा अवस्थी,three day week small middle post close work three day why think bring corona case delhi,Delhi,0,0,0,1,0,0,0
228,2020-07-01,13:01:53,sbm_4007,Shubham Misra,note coronavirus music china name song go corona go <LAUGH>,Delhi,0,0,0,1,0,0,0
229,2020-07-01,12:47:59,buniyadsansthan,Officialbuniyaadsansthan,love one but let’s humanity time call humanity test time not single person sleep let’s come forward help who lose livelihood due corona pandemic,Delhi,0,0,0,0,0,0,1
230,2020-07-01,12:42:51,j08123778_jha,Aditya jha,not celebrate year mumbai due corona pandemic instead celebrate fest set camp blood and plasma,Delhi,0,0,0,0,0,0,1
231,2020-07-01,12:41:57,delhipublibrary,Delhi Public Library,doctor’s day delhi public library pay tribute doctor who novel corona virus pandemic and work tirelessly help nation combat virus,Delhi,0,0,0,0,0,0,1
232,2020-07-01,12:41:32,kamalcmehta,Kamal Mehta,one able find treatment viral disease drug market viral disease management include covid prevent fatality baba ramdev corona medicine also covid disease management great work,Delhi,1,0,0,0,0,0,0
233,2020-07-01,23:49:16,indian14060487,Indian,why not bbmp regulate price corona patient hospital corporation do private hospital loot people bangalore chance income r per day corona patient right or fix,Karnataka,0,0,0,0,1,0,0
234,2020-07-01,23:24:08,radiologyvinod,Vinod,excellent announce lakh crore do anyone get,Karnataka,1,0,0,0,0,0,0
235,2020-07-01,23:10:17,gurumur38923632,Gurumurthy,sir please lock corona control,Karnataka,0,0,0,1,0,0,0
236,2020-07-01,23:06:51,tweettoprabhat,ପ୍ରଭାତ ରଞ୍ଜନ ମହାନ୍ତି Prabhat Ranjan Mahanty,defeat corona need do sm s m s <DOUBT> <NEUTRAL> sanitizer mask social distance cool jagannath <SAD>,Karnataka,0,0,0,0,0,0,1
237,2020-07-01,22:32:09,mshanmugananda,M.Shanmugananda,try day when active without app fully dusk quit when call duty line beckon corona task force yfs bangalore need app world help ppl hunger <HAPPY>,Karnataka,0,0,0,1,0,0,0
238,2020-07-01,22:12:54,raeeskameena,C H A L L A,first floor nhi sakta second floor wale ko corona aaya h,Karnataka,0,0,0,0,0,0,1
239,2020-07-01,21:24:47,pkparameshwara1,P K Parameshwaran,respect sir see common people who suffer either positive or negative corona if go hospital not admit treat which think not correct where go,Karnataka,0,0,0,0,1,0,0
240,2020-07-01,21:08:32,susm2006,Tumulu susmanta,sir plz give detail area last two day corona case,Karnataka,0,0,0,0,0,0,1
241,2020-07-01,20:54:42,teju_bts_army,Teja,half but corona virus not yet <LAUGH>,Karnataka,0,0,0,1,0,0,0
242,2020-07-01,20:44:40,mirji_rh,Raghavendra Mirji,social distance even corona,Karnataka,0,0,0,0,0,0,1
243,2020-07-01,20:36:58,seevin,David Boon,scar home kept nothing happen if wear mask and use put family danger,Karnataka,0,0,0,1,0,0,0
244,2020-07-01,20:35:27,seevin,David Boon,home door wife work montessori school run school via online today one family member test positive primary contact teacher include family,Karnataka,0,0,0,0,1,0,0
245,2020-07-01,20:03:24,mirji_rh,Raghavendra Mirji,quarantine cite corona,Karnataka,0,0,0,1,0,0,0
246,2020-07-01,19:40:03,maswini83,Aswini Mishra,apne se bharat ko aur wo jo bharat ko <LAUGH>,Karnataka,0,0,0,1,0,0,0
247,2020-07-01,18:47:24,mhhnsastry,"Mhhnsastry,",allow corona product may increase immunity if not totally prevent infection save life,Karnataka,0,0,0,0,0,0,1
248,2020-07-01,16:17:23,mirji_rh,Raghavendra Mirji,without ganesha could not corona,Karnataka,0,0,0,0,0,0,0
249,2020-07-01,15:52:29,rajeevrajthe1,csoldier777,sahakar nagar block nd block resident not allow vehicle and pedestrian fear,Karnataka,0,0,0,0,1,0,0
250,2020-07-01,13:53:29,susm2006,Tumulu susmanta,sir kindly update today corona case,Karnataka,0,0,0,1,0,0,0
251,2020-07-01,13:35:33,dktiwary1950,DevendraKumar Tiwary,father bhagat azad etc write year ago pleurisy time strong and trust doctor and patient doctor especially corona warrior,Karnataka,0,0,0,1,0,0,0
252,2020-07-01,13:04:59,revathikolame,Revathi K,procedure corona corona test,Karnataka,1,0,0,0,0,0,0
253,2020-07-01,12:28:29,arjun_manish_of,Arjun Raj,nothing expect corona time <NEUTRAL>,Karnataka,0,0,0,1,0,0,0
254,2020-07-01,10:32:39,mpkundapura,Mahesh Poojary Kundapura,during hard time doctor show strength and serve nation fight against covid doctor day pray health and safety brave corona warrior,Karnataka,0,0,0,1,0,0,0
255,2020-07-01,09:38:59,anup_kumar_kar,Anup_says,tranquility,Karnataka,0,0,0,1,0,0,0
256,2020-07-01,07:55:27,krishna55093931,Syntax Error,bayyya do not think crore population nearly crore which way high total covid case entire world nijamagaa and edi corona high mortality rate,Karnataka,0,0,0,0,0,0,1
257,2020-07-01,07:45:02,saurabh_singh87,Saurabh Singh,जिसने corona का किया उसके लिए क्या कार्यवाही की उस पर भी थोड़ा अपने वाले से,Karnataka,0,0,0,1,0,0,0
258,2020-07-01,03:56:38,sanmarley1,San Marley,br corona <SARCASM> female corona vaa <LAUGH> <LAUGH> <LAUGH> jus jokin  <HAPPY> <HAPPY> <LOVE> <LOVE> mask yuu y d <PISSED> need bangalore india,Karnataka,0,0,0,1,0,0,0
259,2020-07-01,00:45:42,dikshakumari70,Diksha jaiswal,really unfortunate careful n not right tym do wedding corona,Karnataka,0,0,0,0,0,0,0
260,2020-07-01,20:49:26,sanchitbhardwa6,Sanchit Sharma,need believe like believe corona,Rajasthan,0,0,0,1,0,0,0
262,2020-07-01,16:14:47,engr_kasharma,KISHORE KUMAR SHARMA,doctor country felicitate every indian warrior fight against corona wish health pray paramparamatma success and long happy life,Rajasthan,0,0,0,1,0,0,0
263,2020-07-01,08:41:43,mkbarwal,Mahendra Kumar Meena,पर को सलाम ोरोना हारेगा देश जीतेगा,Rajasthan,0,0,0,1,0,0,0
264,2020-07-01,08:37:48,mkbarwal,Mahendra Kumar Meena,rbse के th th में के की और कई पर भी corona positive पाए गए इसलिए जुलाई से होने वाली राजस्थान की पर करने की है ूनिवर्सिटी पोस्टपोंड,Rajasthan,0,0,0,1,0,0,0
265,2020-07-01,07:20:44,shriakshay36,Akshay Shrivastava,rajasthan university ke student ki jaan se khel rhi sarkar ke kuch toh sir university exam kitne saare ko corona spread hoga bjp yuvaon ki h aaj karne ka h,Rajasthan,0,0,0,0,0,0,0
266,2020-07-01,00:26:11,ashishvcp26,Ashish Sharma 🇮🇳,masterstroke problem black money <OBJECT> solution demonetisation problem corona virus solution thali talus diya problem chinese   <PERSON> solution ban chinese app <NEUTRAL> <OBJECT> bhkts modi modi modi <SYMBOLS> हो जा यहाँ से,Rajasthan,0,0,0,0,0,0,1
268,2020-07-01,19:34:35,dhrumilranpura,🇮🇳 Dhrumil Ranpura,e bola corona virus,Gujarat,0,0,0,1,0,0,0
